Physics (PHYSICS),PHYSICS H7A,Physics for Scientists and Engineers,4
Physics (PHYSICS),PHYSICS H7B,Physics for Scientists and Engineers,4
Physics (PHYSICS),PHYSICS H7C,Physics for Scientists and Engineers,4
Physics (PHYSICS),PHYSICS 8A,Introductory Physics,4
Physics (PHYSICS),PHYSICS 8B,Introductory Physics,4
Physics (PHYSICS),PHYSICS C10,Descriptive Introduction to Physics,3
Physics (PHYSICS),PHYSICS 21,Physics of Music,3
Physics (PHYSICS),PHYSICS C21,Physics and Music,3
Physics (PHYSICS),PHYSICS 24,Freshman Seminars,1
Physics (PHYSICS),PHYSICS 39,Lower Division Physics Seminar,1.5 - 4
Physics (PHYSICS),PHYSICS 49,Supplementary Work in Lower Division Physics,1 - 3
Physics (PHYSICS),PHYSICS 98,Directed Group Study,1 - 4
Philosophy (PHILOS),PHILOS 2,Individual Morality and Social Justice,4
Philosophy (PHILOS),PHILOS 3,The Nature of Mind,4
Philosophy (PHILOS),PHILOS 4,Knowledge and Its Limits,4
Philosophy (PHILOS),PHILOS 6,Man&#44; God&#44; and Society in Western Literature,4
Philosophy (PHILOS),PHILOS 7,Existentialism in Literature and Film,4
Philosophy (PHILOS),PHILOS 11,Introduction to the Philosophy of Religion,4
Philosophy (PHILOS),PHILOS 12A,Introduction to Logic,4
Philosophy (PHILOS),PHILOS 13,Business Ethics,3
Philosophy (PHILOS),PHILOS 16,Introduction to Metaphysics,3
Philosophy (PHILOS),PHILOS 17,Concepts of the Person in Novel&#44; Drama&#44; and Film,3
Philosophy (PHILOS),PHILOS 18,Confucius for Today,4
Public Health (PB HLTH),PB HLTH 14N,Healthy People: Introduction to Health Promotion,3
Public Health (PB HLTH),PB HLTH 24,Freshman Seminar in Public Health,1
Public Health (PB HLTH),PB HLTH 39C,Freshman/Sophomore Seminar,2 - 4
Public Health (PB HLTH),PB HLTH 39E,Freshman/Sophomore Seminar,2 - 4
Public Health (PB HLTH),PB HLTH 39G,Freshman/Sophomore Seminar,2 - 4
Public Health (PB HLTH),PB HLTH 39H,Freshman/Sophomore Seminar,2 - 4
Peace and Conflict Studies (PACS),PACS 10,Introduction to Peace and Conflict Studies,4
Persian (PERSIAN),PERSIAN 1A,Elementary Modern Persian,5
Slavic Languages and Literatures (SLAVIC),SLAVIC 299,Directed Research,2 - 12
Sociology (SOCIOL),SOCIOL 182,Elementary Forms of Racial Domination: International Perspectives,4
Sociology (SOCIOL),SOCIOL C184,Family and Household in Comparative Perspective,3
Sociology (SOCIOL),SOCIOL 185,Global Sociology,3
Sociology (SOCIOL),SOCIOL 186,American Society,4
Sociology (SOCIOL),SOCIOL 189,Selected Topics in Comparative Perspectives,4
Sociology (SOCIOL),SOCIOL C189,Dutch Culture and Society: Amsterdam and Berkeley in the Sixties,4
Sociology (SOCIOL),SOCIOL 189G,Comparative Perspectives in Sociology: The Global Elite,3
Sociology (SOCIOL),SOCIOL 190,Seminar and Research in Sociology,4
Sociology (SOCIOL),SOCIOL 190AC,Seminar and Research in Sociology: American Cultures,4
Sociology (SOCIOL),SOCIOL H190A,Senior Honors Thesis and Seminar,4
Sociology (SOCIOL),SOCIOL H190B,Senior Honors Thesis and Seminar,5
Sociology (SOCIOL),SOCIOL 191,Sociology Proseminar,1
Sociology (SOCIOL),SOCIOL 192,The Craft of Sociology,1 - 4
Sociology (SOCIOL),SOCIOL 194,Writing Seminar,1 - 4
Sociology (SOCIOL),SOCIOL 195,Social Psychology Laboratory Research,1 - 4
Sociology (SOCIOL),SOCIOL C196A,UCDC Core Seminar,4
Sociology (SOCIOL),SOCIOL C196B,UCDC Internship,6.5
Sociology (SOCIOL),SOCIOL C196W,Special Field Research,10.5
Sociology (SOCIOL),SOCIOL 197,Field Study in Sociology,1 - 4
Rhetoric (RHETOR),RHETOR 240D,Rhetorical Theory and Criticism: Nonfictional Prose,4
Rhetoric (RHETOR),RHETOR 240E,Rhetorical Theory and Criticism: Political Discourse,4
Rhetoric (RHETOR),RHETOR 240F,Rhetorical Theory and Criticism: Legal Rhetoric and Philosophy,4
Rhetoric (RHETOR),RHETOR 240G,Rhetorical Theory and Criticism: Rhetorical Theory,4
Practice of Art (ART),ART 298,Directed Group Study,4
Practice of Art (ART),ART 299,Supervised Independent Study for Graduate Students,1 - 4
Practice of Art (ART),ART 301,The Teaching of Art: Practice,1
Psychology (PSYCH),PSYCH 48,Brain Development and Aging,1
Psychology (PSYCH),PSYCH C61,Brain&#44; Mind&#44; and Behavior,3
Psychology (PSYCH),PSYCH C64,Exploring the Brain: Introduction to Neuroscience,3
Psychology (PSYCH),PSYCH 98,Supervised Group Study,1 - 3
Psychology (PSYCH),PSYCH 99,Supervised Independent Study and Research,1 - 3
Psychology (PSYCH),PSYCH 101,Research and Data Analysis in Psychology,4
Psychology (PSYCH),PSYCH 102,Methods for Research in Psychological Sciences,3
Psychology (PSYCH),PSYCH 106,Psychology of Dreams,3
Psychology (PSYCH),PSYCH 107,Buddhist Psychology,3
Psychology (PSYCH),PSYCH N107,Buddhist Psychology,3
Psychology (PSYCH),PSYCH 109,History of Psychology,3
Psychology (PSYCH),PSYCH 110,Introduction to Biological Psychology,3
Political Science (POL SCI),POL SCI 109G,Special Topics in American Politics,4
Political Science (POL SCI),POL SCI 109H,Special Topics in American Politics,4
Political Science (POL SCI),POL SCI 109L,Special Topics in American Politics,4
Political Science (POL SCI),POL SCI 109M,Special Topics in American Politics,4
Political Science (POL SCI),POL SCI 109R,Special Topics in American Politics,4
Political Science (POL SCI),POL SCI 109W,Selected Topics in American Politics-UCDC,4
Political Science (POL SCI),POL SCI 110B,Cal-in-Sacramento,2
Political Science (POL SCI),POL SCI 111AC,The Politics of Displacement,4
Ph.D. in Business Administration (PHDBA),PHDBA 259A,Research in Micro-Organizational Behavior,3
Ph.D. in Business Administration (PHDBA),PHDBA 259B,Research in Macro-Organizational Behavior,3
Ph.D. in Business Administration (PHDBA),PHDBA 259D,Special Research Topics in OBIR,3
Ph.D. in Business Administration (PHDBA),PHDBA 259S,Research Seminar in Organizational Behavior and Industrial Relations,2 - 4
Ph.D. in Business Administration (PHDBA),PHDBA 269A,Seminar in Marketing: Buyer Behavior,3
Ph.D. in Business Administration (PHDBA),PHDBA 269B,Seminar in Marketing: Choice Modeling,3
Plant and Microbial Biology (PLANTBI),PLANTBI C124,The Berkeley Lectures on Energy: Energy from Biomass,3
Plant and Microbial Biology (PLANTBI),PLANTBI C134,Chromosome Biology/Cytogenetics,3
Plant and Microbial Biology (PLANTBI),PLANTBI 135,Physiology and Biochemistry of Plants,3
Plant and Microbial Biology (PLANTBI),PLANTBI 142,Plant Genomics and Bioinformatics,2
Plant and Microbial Biology (PLANTBI),PLANTBI C144,Introduction to Protein Informatics,4
Plant and Microbial Biology (PLANTBI),PLANTBI C144L,Protein Informatics Laboratory,3
Plant and Microbial Biology (PLANTBI),PLANTBI C148,Microbial Genomics and Genetics,4
Physics (PHYSICS),PHYSICS 98BC,Berkeley Connect,1
Physics (PHYSICS),PHYSICS 99,Supervised Independent Study,1 - 3
Physics (PHYSICS),PHYSICS 100,Communicating Physics and Physical Science,2
Physics (PHYSICS),PHYSICS 105,Analytic Mechanics,4
Physics (PHYSICS),PHYSICS 110A,Electromagnetism and Optics,4
Physics (PHYSICS),PHYSICS 110B,Electromagnetism and Optics,4
Physics (PHYSICS),PHYSICS 111,Modern Physics and Advanced Electrical Laboratory,1 - 3
Physics (PHYSICS),PHYSICS 112,Introduction to Statistical and Thermal Physics,4
Physics (PHYSICS),PHYSICS 129,Particle Physics,4
Physics (PHYSICS),PHYSICS 130,Quantum and Nonlinear Optics,3
Physics (PHYSICS),PHYSICS 137A,Quantum Mechanics,4
Physics (PHYSICS),PHYSICS 137B,Quantum Mechanics,4
Physics (PHYSICS),PHYSICS 138,Modern Atomic Physics,3
Philosophy (PHILOS),PHILOS 21X,Philosophy of Biology,4
Philosophy (PHILOS),PHILOS 22X,The Self and the World,4
Philosophy (PHILOS),PHILOS 23X,Philosophy and Medicine,4
Philosophy (PHILOS),PHILOS 24,Freshman Seminar,1
Philosophy (PHILOS),PHILOS 24X,Social Justice,4
Philosophy (PHILOS),PHILOS 25A,Ancient Philosophy,4
Philosophy (PHILOS),PHILOS 25B,Modern Philosophy,4
Philosophy (PHILOS),PHILOS 39,Freshman Seminar,2 - 4
Philosophy (PHILOS),PHILOS 39M,Freshman Seminar,3
Philosophy (PHILOS),PHILOS 98,Directed Group Study for Lower Division Students,1
Public Health (PB HLTH),PB HLTH 39I,Freshman/Sophomore Seminar,2 - 4
Public Health (PB HLTH),PB HLTH 84,Sophomore Seminar,1 or 2
Public Health (PB HLTH),PB HLTH 97,Field Study,1 - 4
Public Health (PB HLTH),PB HLTH 98,Directed Group Study,1 - 4
Public Health (PB HLTH),PB HLTH 99,Supervised Independent Study,1 - 4
Peace and Conflict Studies (PACS),PACS 24,Freshman Seminar,1
Peace and Conflict Studies (PACS),PACS 94,Theory and Practice of Meditation,1
Peace and Conflict Studies (PACS),PACS 98,Directed Group Study,1 - 3
Peace and Conflict Studies (PACS),PACS 100,Peace Theory: Approaches and Analyses,3
Peace and Conflict Studies (PACS),PACS 119,Special Topics in Peace and Conflict Issues,4
Peace and Conflict Studies (PACS),PACS 125AC,War&#44; Culture&#44; and Society,4
Peace and Conflict Studies (PACS),PACS 126,International Human Rights,4
Peace and Conflict Studies (PACS),PACS 127,Human Rights and Global Politics,4
Peace and Conflict Studies (PACS),PACS 128AC,Human Rights and American Cultures,4
Persian (PERSIAN),PERSIAN 1B,Elementary Modern Persian,5
Persian (PERSIAN),PERSIAN 10,Intensive Elementary Persian,10
Persian (PERSIAN),PERSIAN 11A,Reading and Composition for Persian Speaking Students,5
Persian (PERSIAN),PERSIAN 11B,Reading and Composition for Persian-Speaking Students,5
Persian (PERSIAN),PERSIAN 20,Intensive Intermediate Persian,10
Persian (PERSIAN),PERSIAN 20A,Intermediate Modern Persian,5
Persian (PERSIAN),PERSIAN 20B,Intermediate Modern Persian,5
Persian (PERSIAN),PERSIAN 50,Persian Reading and Composition,10
Persian (PERSIAN),PERSIAN 100A,Advanced Persian,3
Persian (PERSIAN),PERSIAN 100B,Advanced Persian,3
Persian (PERSIAN),PERSIAN 101A,Readings in Persian Literature,3
Optometry (OPTOM),OPTOM 10,The Eye and Vision in a Changing Environment,2
Nuclear Engineering (NUC ENG),NUC ENG 24,Freshman Seminars,1
Slavic Languages and Literatures (SLAVIC),SLAVIC 301,Issues in Slavic Pedagogy,3
Slavic Languages and Literatures (SLAVIC),SLAVIC 310,Internship in the Teaching of Literature/Linguistics,1 - 2
Slavic Languages and Literatures (SLAVIC),SLAVIC 375A,Teaching Methods for Slavic Languages,3
Slavic Languages and Literatures (SLAVIC),SLAVIC 375B,Teaching Methods of Reading and Composition,3
Slavic Languages and Literatures (SLAVIC),SLAVIC 601,Individual Study for Master's Students,2 - 8
Slavic Languages and Literatures (SLAVIC),SLAVIC 602,Individual Study for Doctoral Students,2 - 8
Sociology (SOCIOL),SOCIOL 198,Directed Group Study for Undergraduates,1 - 4
Sociology (SOCIOL),SOCIOL 198BC,Directed Group Study for Undergraduates--Berkeley Connect,1
Sociology (SOCIOL),SOCIOL 199,Supervised Independent Study and Research,1 - 4
Sociology (SOCIOL),SOCIOL 200,Proseminar,1
Sociology (SOCIOL),SOCIOL 201A,Classical Social Theory,3
Sociology (SOCIOL),SOCIOL 201B,Modern Social Theory,3
Sociology (SOCIOL),SOCIOL 202A,Advanced Study in Sociology Theory: Classical Sociological Theory,3
Sociology (SOCIOL),SOCIOL 202B,Advanced Study in Sociology Theory: Contemporary Sociological Theory,3
Sociology (SOCIOL),SOCIOL 202C,Advanced Study in Sociology Theory: Systematic Sociological Theory,3
Sociology (SOCIOL),SOCIOL 205A,Supervised Preparatory Course Work: Law,3
Rhetoric (RHETOR),RHETOR 243,Special Topics in Film,4
Rhetoric (RHETOR),RHETOR 244,Special Topics in Rhetoric: Limited study,2
Rhetoric (RHETOR),RHETOR 250,Rhetoric of the Image,4
Rhetoric (RHETOR),RHETOR 295,Special Study,1 - 6
Rhetoric (RHETOR),RHETOR 299,Directed Research,1 - 12
Rhetoric (RHETOR),RHETOR 375,Teaching Rhetoric,2
Rhetoric (RHETOR),RHETOR 601,Individual Study for Master's Students,1 - 6
Rhetoric (RHETOR),RHETOR 602,Individual Study for Doctoral Students,1 - 6
Psychology (PSYCH),PSYCH N110,Introduction to Biological Psychology,3
Psychology (PSYCH),PSYCH C113,Biological Clocks: Physiology and Behavior,3
Psychology (PSYCH),PSYCH 114,Biology of Learning and Neural Plasticity,3
Psychology (PSYCH),PSYCH C116,Hormones and Behavior,3
Psychology (PSYCH),PSYCH 117,Human Neuropsychology,3
Psychology (PSYCH),PSYCH C120,Basic Issues in Cognition,3
Political Science (POL SCI),POL SCI 112A,History of Political Theory,4
Political Science (POL SCI),POL SCI 112B,History of Political Theory,4
Political Science (POL SCI),POL SCI 112C,History of Political Theory,4
Political Science (POL SCI),POL SCI 112D,History of European Political Theory: The 20th Century,4
Political Science (POL SCI),POL SCI N113A,American Political Theory,4
Political Science (POL SCI),POL SCI 114A,Theories of Governance: Late 20th Century,4
Political Science (POL SCI),POL SCI 116A,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116B,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116C,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116D,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116E,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116F,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116G,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116H,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116I,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116J,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116K,Special Topics in Political Theory,4
Ph.D. in Business Administration (PHDBA),PHDBA 269C,Seminar in Marketing:  Marketing Strategy,3
Ph.D. in Business Administration (PHDBA),PHDBA 269D,Special Research Topics in Marketing,3
Ph.D. in Business Administration (PHDBA),PHDBA 269S,Research Seminar in Marketing,2 - 4
Ph.D. in Business Administration (PHDBA),PHDBA C270,Workshop in Institutional Analysis,2
Plant and Microbial Biology (PLANTBI),PLANTBI 150,Plant Cell Biology,3
Plant and Microbial Biology (PLANTBI),PLANTBI 160,Plant Molecular Genetics,3
Plant and Microbial Biology (PLANTBI),PLANTBI 165,Plant-Microbe Interactions,3
Plant and Microbial Biology (PLANTBI),PLANTBI 170,Modern Applications of Plant Biotechnology,2
Plant and Microbial Biology (PLANTBI),PLANTBI 180,Environmental Plant Biology,2
Plant and Microbial Biology (PLANTBI),PLANTBI 185,Techniques in Light Microscopy,3
Plant and Microbial Biology (PLANTBI),PLANTBI 190,Special Topics in Plant and Microbial Biology,1 - 4
Plant and Microbial Biology (PLANTBI),PLANTBI H196,Honors Research - Plant and Microbial Biology,4
Plant and Microbial Biology (PLANTBI),PLANTBI 198,Directed Group Studies in Plant Biology,1 - 3
Plant and Microbial Biology (PLANTBI),PLANTBI 199,Supervised Independent Study and Research,1 - 4
Physics (PHYSICS),PHYSICS 139,Special Relativity and General Relativity,3
Physics (PHYSICS),PHYSICS 141A,Solid State Physics,4
Physics (PHYSICS),PHYSICS 141B,Solid State Physics,3
Physics (PHYSICS),PHYSICS 142,Introduction to Plasma Physics,4
Physics (PHYSICS),PHYSICS 151,Elective Physics: Special Topics,3
Physics (PHYSICS),PHYSICS C161,Relativistic Astrophysics and Cosmology,4
Physics (PHYSICS),PHYSICS 177,Principles of Molecular Biophysics,3
Physics (PHYSICS),PHYSICS H190,Physics Honors Course,2
Physics (PHYSICS),PHYSICS C191,Quantum Information Science and Technology,3
Physics (PHYSICS),PHYSICS H195A,Senior Honors Thesis Research,2
Physics (PHYSICS),PHYSICS H195B,Senior Honors Thesis Research,2
Physics (PHYSICS),PHYSICS 198,Directed Group Study,1 - 4
Philosophy (PHILOS),PHILOS 98BC,Berkeley Connect,1
Philosophy (PHILOS),PHILOS 100,Philosophical Methods,4
Philosophy (PHILOS),PHILOS 104,Ethical Theories,4
Philosophy (PHILOS),PHILOS 107,Moral Psychology,4
Philosophy (PHILOS),PHILOS 108,Contemporary Ethical Issues,4
Philosophy (PHILOS),PHILOS 109,Freedom and Responsibility,4
Philosophy (PHILOS),PHILOS 110,Aesthetics,4
Philosophy (PHILOS),PHILOS 112,Special Topics in Aesthetics,3
Philosophy (PHILOS),PHILOS C112,Music and Meaning,3
Philosophy (PHILOS),PHILOS 114,History of Political Philosophy,4
Philosophy (PHILOS),PHILOS 115,Political Philosophy,4
Public Health (PB HLTH),PB HLTH C102,Bacterial Pathogenesis,3
Public Health (PB HLTH),PB HLTH 103,Drugs&#44; Health&#44; and Society,2
Public Health (PB HLTH),PB HLTH 104A,Health Promotion in a College Setting,2
Public Health (PB HLTH),PB HLTH 104B,Health Promotion in a College Setting,2
Public Health (PB HLTH),PB HLTH 105,Policy&#44; Planning&#44; and Evaluation of Health Promotion in a College Setting,3
Public Health (PB HLTH),PB HLTH 107,Violence&#44; Social Justice&#44; and Public Health,2
Public Health (PB HLTH),PB HLTH 112,Global Health: A Multidisciplinary Examination,4
Peace and Conflict Studies (PACS),PACS 130,Cross-Listed Topics,1 - 4
Peace and Conflict Studies (PACS),PACS 135,Special Topics in Regional Conflict,3
Peace and Conflict Studies (PACS),PACS 148AC,Social Movements&#44; Urban Histories&#44; and the Politics of Memory,4
Peace and Conflict Studies (PACS),PACS 149,Global Change and World Order,3
Peace and Conflict Studies (PACS),PACS 150,Conflict Resolution: Theory and Practice,3
Peace and Conflict Studies (PACS),PACS 150AC,Conflict Resolution: Theory and Practice,3
Peace and Conflict Studies (PACS),PACS 151,International Conflict: Analysis and Resolution,3
Peace and Conflict Studies (PACS),PACS 154,Multicultural Conflict Resolution,4
Peace and Conflict Studies (PACS),PACS 164A,Introduction to Nonviolence,3
Persian (PERSIAN),PERSIAN 101B,Readings in Persian Literature,3
Persian (PERSIAN),PERSIAN 102A,Readings in Classical Persian Prose,3
Persian (PERSIAN),PERSIAN 103A,Classical Persian Poetry,3
Persian (PERSIAN),PERSIAN 103B,Classical Persian Poetry,3
Persian (PERSIAN),PERSIAN 104A,Contemporary Persian Literature,3
Persian (PERSIAN),PERSIAN 105,Modern Analytical Prose in Persian,3
Persian (PERSIAN),PERSIAN 120,Intensive Intermediate Persian,10
Persian (PERSIAN),PERSIAN H195,Senior Honors,2 - 4
Optometry (OPTOM),OPTOM C10,The Eye and Vision in a Changing Environment,2
Optometry (OPTOM),OPTOM 39B,Freshman/Sophomore Seminar,2 - 4
Optometry (OPTOM),OPTOM 84,Sophomore Seminar,1 or 2
Optometry (OPTOM),OPTOM 98,Directed Group Study,1
Optometry (OPTOM),OPTOM 198,Directed Group Studies,1 - 4
Optometry (OPTOM),OPTOM 200A,Clinical Examination of the Visual System,2
Optometry (OPTOM),OPTOM 200AL,Clinical Examination of the Visual System,3
Optometry (OPTOM),OPTOM 200B,Clinical Examination of the Visual System,2
Optometry (OPTOM),OPTOM 200BL,Clinical Examination of the Visual System,3
Optometry (OPTOM),OPTOM 200C,Clinical Examination of the Visual System,2
Optometry (OPTOM),OPTOM 200CL,Clinical Examination of the Visual System,2
Optometry (OPTOM),OPTOM 200D,Clinical Examination of the Visual System,2
Nuclear Engineering (NUC ENG),NUC ENG 100,Introduction to Nuclear Engineering,3
Nuclear Engineering (NUC ENG),NUC ENG 101,Nuclear Reactions and Radiation,4
Nuclear Engineering (NUC ENG),NUC ENG 102,Nuclear Reactions and Radiation Laboratory,3
Nuclear Engineering (NUC ENG),NUC ENG 104,Radiation Detection and Nuclear Instrumentation Laboratory,4
Nuclear Engineering (NUC ENG),NUC ENG 107,Introduction to Imaging,3
Nuclear Engineering (NUC ENG),NUC ENG 120,Nuclear Materials,4
Nuclear Engineering (NUC ENG),NUC ENG 124,Radioactive Waste Management,3
Nuclear Engineering (NUC ENG),NUC ENG 130,Analytical Methods for Non-proliferation,4
Nuclear Engineering (NUC ENG),NUC ENG 150,Introduction to Nuclear Reactor Theory,4
New Media (NWMEDIA),NWMEDIA 150AC,New Media and American Cultures,4
New Media (NWMEDIA),NWMEDIA 190,Special Topics in New Media,1 - 4
New Media (NWMEDIA),NWMEDIA 198,Directed Group Study,1 - 3
New Media (NWMEDIA),NWMEDIA 200,History and Theory of New Media,4
Natural Resources (NAT RES),NAT RES 24,Freshman Seminars,1
Natural Resources (NAT RES),NAT RES 39E,Freshman/Sophomore Seminar,2 - 4
Natural Resources (NAT RES),NAT RES 84,Sophomore Seminar,1 or 2
Neuroscience (NEUROSC),NEUROSC C129,The Aging Human Brain,3
Nutritional Sciences and Toxicology (NUSCTX),NUSCTX 10,Introduction to Human Nutrition,3
Sociology (SOCIOL),SOCIOL 205B,Supervised Preparatory Course Work: Race and Ethnic Relations,3
Sociology (SOCIOL),SOCIOL 205C,Supervised Preparatory Course Work: Political Sociology,3
Sociology (SOCIOL),SOCIOL 205D,Supervised Preparatory Course Work: Organizations,3
Sociology (SOCIOL),SOCIOL 205E,Supervised Preparatory Course Work: Industrial Sociology,3
Sociology (SOCIOL),SOCIOL 205F,Supervised Preparatory Course Work: Family,3
Psychology (PSYCH),PSYCH 121,Animal Cognition,3
Psychology (PSYCH),PSYCH 122,Introduction to Human Learning and Memory,3
Psychology (PSYCH),PSYCH 125,The Developing Brain,3
Psychology (PSYCH),PSYCH C126,Perception,3
Psychology (PSYCH),PSYCH C127,Cognitive Neuroscience,3
Psychology (PSYCH),PSYCH 128,Topical Seminars in Cognitive Psychology,3
Psychology (PSYCH),PSYCH C129,Scientific Approaches to Consciousness,3
Psychology (PSYCH),PSYCH 130,Clinical Psychology,3
Psychology (PSYCH),PSYCH N130,Clinical Psychology,3
Psychology (PSYCH),PSYCH 131,Developmental Psychopathology,3
Psychology (PSYCH),PSYCH 133,Psychology of Sleep,3
Psychology (PSYCH),PSYCH N133,Psychology of Sleep,3
Political Science (POL SCI),POL SCI 116L,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116M,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116N,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116O,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116P,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116Q,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116R,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116S,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116T,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116U,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116V,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116W,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116X,Special Topics in Political Theory,4
Political Science (POL SCI),POL SCI 116Y,Special Topics in Political Theory,4
Ph.D. in Business Administration (PHDBA),PHDBA 279A,Institutions&#44; Interest Groups and Public Policy,3
Ph.D. in Business Administration (PHDBA),PHDBA 279B,The Political Economy of Capitalism,3
Ph.D. in Business Administration (PHDBA),PHDBA 279C,Corporate Strategy and Technology,3
Ph.D. in Business Administration (PHDBA),PHDBA C279I,Economics of Innovation,3
Ph.D. in Business Administration (PHDBA),PHDBA 279S,Research Seminar in Business and Public Policy,2 - 4
Plant and Microbial Biology (PLANTBI),PLANTBI 200A,Plant Developmental Genetics,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 200B,Genomics and Computational Biology,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 200C,Plant Diversity and Evolution,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 200D,Plant Cell Biology,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 200E,Plant Biochemistry,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 200F,Plant Systems Biology,1.5
Plant and Microbial Biology (PLANTBI),PLANTBI 201,Faculty Research Review,2
Plant and Microbial Biology (PLANTBI),PLANTBI 202,Faculty Research Review,2
Plant and Microbial Biology (PLANTBI),PLANTBI 210,Scientific Reasoning and Logic,1
Physics (PHYSICS),PHYSICS 198BC,Berkeley Connect,1
Physics (PHYSICS),PHYSICS 199,Supervised Independent Study,1 - 3
Physics (PHYSICS),PHYSICS C201,Introduction to Nano-Science and Engineering,3
Physics (PHYSICS),PHYSICS C202,Astrophysical Fluid Dynamics,4
Physics (PHYSICS),PHYSICS C203,Computational Nanoscience,3
Physics (PHYSICS),PHYSICS 205A,Advanced Dynamics,4
Physics (PHYSICS),PHYSICS 205B,Advanced Dynamics,4
Physics (PHYSICS),PHYSICS C207,Radiation Processes in Astronomy,4
Philosophy (PHILOS),PHILOS 116,Special Topics in Political Philosophy,4
Philosophy (PHILOS),PHILOS 119,Feminism and Philosophy,4
Philosophy (PHILOS),PHILOS 122,Theory of Knowledge,4
Philosophy (PHILOS),PHILOS 125,Metaphysics,4
Philosophy (PHILOS),PHILOS 127,Rationality and Irrationality in Science,3
Public Health (PB HLTH),PB HLTH 113,Campus/Community Health Impact Program,3
Public Health (PB HLTH),PB HLTH 116,Seminar on Social&#44; Political&#44; and Ethical Issues in Health and Medicine,2
Public Health (PB HLTH),PB HLTH C117,Introduction to Global Health Disparities Research,2
Public Health (PB HLTH),PB HLTH 126,Health Economics and Public Policy,3
Public Health (PB HLTH),PB HLTH C129,The Aging Human Brain,3
Peace and Conflict Studies (PACS),PACS 164B,Nonviolence Today,3
Peace and Conflict Studies (PACS),PACS 170,Conflict Resolution&#44; Social Change&#44; and the Cultures of Peace,4
Peace and Conflict Studies (PACS),PACS 190,Senior Seminar,4
Peace and Conflict Studies (PACS),PACS 195,Senior Thesis,3 - 4
Peace and Conflict Studies (PACS),PACS H195,Senior Honors Thesis Seminar,4
Peace and Conflict Studies (PACS),PACS 197,Field Studies,1 - 4
Peace and Conflict Studies (PACS),PACS 198,Directed Group Study for Upper Division Students,1 - 3
Peace and Conflict Studies (PACS),PACS 199,Supervised Independent Study,1 - 4
Persian (PERSIAN),PERSIAN 198,Directed Group Study for Upper Division Students,1 - 4
Persian (PERSIAN),PERSIAN 199,Supervised Independent Study and Research,1 - 4
Persian (PERSIAN),PERSIAN 200A,Readings in Persian Literary Texts,3
Persian (PERSIAN),PERSIAN 200B,Readings in Persian Literary Texts,3
Persian (PERSIAN),PERSIAN 202A,Persian Sufi Writings,3
Persian (PERSIAN),PERSIAN 202B,Persian Sufi Writings,3
Persian (PERSIAN),PERSIAN 298,Seminar,1 - 4
Persian (PERSIAN),PERSIAN 301A,Teaching Persian in College,3
Optometry (OPTOM),OPTOM 200DL,Clinical Examination of the Visual System,2
Optometry (OPTOM),OPTOM 213,Evidence Based Optometry,1
Optometry (OPTOM),OPTOM 222A,Optics of Ophthalmic Lenses,4
Optometry (OPTOM),OPTOM 222B,Advanced Clinical Optics,2
Optometry (OPTOM),OPTOM 226A,Systemic Pharmacology,2.5
Optometry (OPTOM),OPTOM 226B,Ocular Pharmacology,2.5
Optometry (OPTOM),OPTOM 230A,Graduate General Clinical Practice,2 - 6
Optometry (OPTOM),OPTOM 230B,Graduate General Clinical Practice,2 - 6
Optometry (OPTOM),OPTOM 231A,Graduate Specialty Clinics,2 - 8
Nuclear Engineering (NUC ENG),NUC ENG 155,Introduction to Numerical Simulations in Radiation Transport,3
Nuclear Engineering (NUC ENG),NUC ENG 161,Nuclear Power Engineering,4
Nuclear Engineering (NUC ENG),NUC ENG 162,Radiation Biophysics and Dosimetry,3
Nuclear Engineering (NUC ENG),NUC ENG 167,Nuclear Reactor Safety,3
